text,label,source_model,generation_method,clean_text,word_count,avg_word_length
يُقدم هذا البحث تحليلاً متعمقاً لفكرة العلمانية ذات الطابع المعرفي عند المفكر الإسلامي محمد أركون. يُعد هذا المفهوم محوراً رئيسياً في فكر أركون، حيث يبحث في إمكانية دمج المنهجية العلمية الحديثة مع التراث الإسلامي. يستخدم البحث المنهجية التحليلية لاستكشاف كيفية تأثير الفكر الغربي على مفاهيم أركون للعلمانية، مع التركيز على الجوانب المعرفية والفلسفية. يُظهر البحث كيف يركز أركون على أهمية الفهم النقدي للنصوص الدينية، مع التأكيد على الحاجة إلى فصل الدين عن الدولة في المجتمعات الإسلامية. يُ预́ظر أن يُظهر البحث كيف يُقدم مفكرنا نموذجاً فريداً للعلمانية التي تجمع بين القيم الإسلامية والمعرفة الحديثة، مما يفتح آفاقاً جديدة لفهم العلاقات بين الدين والسياسة في العالم الإسلامي.,1,llama,from_title,يقدم هذا البحث تحليلا متعمقا لفكرة العلمانية ذات الطابع المعرفي عند المفكر الاسلامي محمد اركون يعد هذا المفهوم محورا رييسيا في فكر اركون، حيث يبحث في امكانية دمج المنهجية العلمية الحديثة مع التراث الاسلامي يستخدم البحث المنهجية التحليلية لاستكشاف كيفية تاثير الفكر الغربي علي مفاهيم اركون للعلمانية، مع التركيز علي الجوانب المعرفية والفلسفية يظهر البحث كيف يركز اركون علي اهمية الفهم النقدي للنصوص الدينية، مع التاكيد علي الحاجة الي فصل الدين عن الدولة في المجتمعات الاسلامية ي ظر ان يظهر البحث كيف يقدم مفكرنا نموذجا فريدا للعلمانية التي تجمع بين القيم الاسلامية والمعرفة الحديثة، مما يفتح افاقا جديدة لفهم العلاقات بين الدين والسياسة في العالم الاسلامي,106,5.179245283018868
تهدف هذه الدراسة للتعرف على القيم المتضمنة في منهاج وكتاب التربية المدنية لمرحلة التعليم الابتدائي المستمدة من منهاج النظام التربوي الجزائري، بحيث اشتملت عينة الدراسة على جميع كتب التربية المدنية لمرحلة التعليم الابتدائي، وتم اختيارهم بطريقة قصدية لمناسبتهم وطبيعة الدراسة، واعتمد الباحث في دراسته على المنهج الوصفي موظفا أسلوب تحليل المحتوى باعتباره الأسلوب المناسب لرصد القيم من خلال إعداد بطاقة للتحليل، أما لوحدات التحليل تم استخدام وحدة الموضوع باعتبارها أكثر الوحدات إفادة في تحليل القيم.,0,human,by_polishing,تهدف هذه الدراسة للتعرف علي القيم المتضمنة في منهاج وكتاب التربية المدنية لمرحلة التعليم الابتدايي المستمدة من منهاج النظام التربوي الجزايري، بحيث اشتملت عينة الدراسة علي جميع كتب التربية المدنية لمرحلة التعليم الابتدايي، وتم اختيارهم بطريقة قصدية لمناسبتهم وطبيعة الدراسة، واعتمد الباحث في دراسته علي المنهج الوصفي موظفا اسلوب تحليل المحتوي باعتباره الاسلوب المناسب لرصد القيم من خلال اعداد بطاقة للتحليل، اما لوحدات التحليل تم استخدام وحدة الموضوع باعتبارها اكثر الوحدات افادة في تحليل القيم,75,5.586666666666667
هدفت هذه الدراسة إلى تحديد نسبة انتشار صعوبات التعلم في المرحلة الابتدائية وبالضبط لدى تلاميذ السنة الخامسة ابتدائي ومعرفة الفروق بين التلاميذ العاديين وذوي صعوبات التعلم في دراسة مقارنة بين عينتين 25 تلميذ عادي و25 تلميذ ذوي صعوبات التعلم ،حيث تم اختيارهم قصديا من مجموع 277 في 5 مدارس ابتدائية بولاية الوادي باستخدام المنهج التحليلي المقارن ،حيث طبق عليهم مقياس فاعلية الذات من اعداد الباحثة فنيش سنة 2014 حيث توافرت فيه كل شروط الصدق والثبات وتوصلت نتائج الدراسة إلى وجود فروق طفيفة بين العينتين في فاعلية الذات ووجود نسبة انتشار متوسطة الارتفاع لصعوبات التعلم لدى تلاميذ السنة الخامسة المقدرة ب 09.02% من مجموع عينة الدراسة الكلية التي قدرت ب277 تلميذ وتلميذة.,0,human,by_polishing,هدفت هذه الدراسة الي تحديد نسبة انتشار صعوبات التعلم في المرحلة الابتدايية وبالضبط لدي تلاميذ السنة الخامسة ابتدايي ومعرفة الفروق بين التلاميذ العاديين وذوي صعوبات التعلم في دراسة مقارنة بين عينتين 25 تلميذ عادي و25 تلميذ ذوي صعوبات التعلم ،حيث تم اختيارهم قصديا من مجموع 277 في 5 مدارس ابتدايية بولاية الوادي باستخدام المنهج التحليلي المقارن ،حيث طبق عليهم مقياس فاعلية الذات من اعداد الباحثة فنيش سنة 2014 حيث توافرت فيه كل شروط الصدق والثبات وتوصلت نتايج الدراسة الي وجود فروق طفيفة بين العينتين في فاعلية الذات ووجود نسبة انتشار متوسطة الارتفاع لصعوبات التعلم لدي تلاميذ السنة الخامسة المقدرة ب 09 02 من مجموع عينة الدراسة الكلية التي قدرت ب277 تلميذ وتلميذة,112,4.919642857142857
تعتبر هجرة الأدمغة أكبر مشكلة تعاني منها الدول النامية، وهي في تزايد مستمر؛ ولذا وجب علينا الوقوف على الخسائر الناجمة عنها، ولاسيّما في مسالة استفادة هذه الدول من اكتشافات واختراعات هؤلاء المهاجرين، والتي تستحوذ عليها الدول المتقدمة، وتحتكر استعمالها ونقلها إلى الدول النامية. ويتجلى هذا الاحتكار في سن القوانين المتعلقة بحماية حقوق الملكية الفكرية في هذه الدول. و تعتبر هذه الحقوق حقوقا استئثارية يحصل عليها صاحب الاختراع أو الاكتشاف مقابل عمله، وذلك من خلال التحكم في استعماله والاحتفاظ به..,0,human,by_polishing,تعتبر هجرة الادمغة اكبر مشكلة تعاني منها الدول النامية، وهي في تزايد مستمر؛ ولذا وجب علينا الوقوف علي الخساير الناجمة عنها، ولاسيما في مسالة استفادة هذه الدول من اكتشافات واختراعات هولاء المهاجرين، والتي تستحوذ عليها الدول المتقدمة، وتحتكر استعمالها ونقلها الي الدول النامية ويتجلي هذا الاحتكار في سن القوانين المتعلقة بحماية حقوق الملكية الفكرية في هذه الدول و تعتبر هذه الحقوق حقوقا استيثارية يحصل عليها صاحب الاختراع او الاكتشاف مقابل عمله، وذلك من خلال التحكم في استعماله والاحتفاظ به,79,5.189873417721519
ستطاع رجال جمعية العلماء المسلمين الجزائريين في تبسة من تكثيف نشاطاتهم وبمختلف الوسائل؛ كان منها انشاء وتكوين الأفواج الكشفية، وذلك قصد تربية وتوجيه وتأطير أكبر عدد ممكن من الشباب التبسي. عرفت مدينة تبسة ميلاد فوج الأمل للكشافة الاسلامية سنة 1938 برئاسة الشريف أحمد شاوش والعربي التبسي. تمكن الأمل من التغلغل داخل المجتمع وساهم بدور كبير في تنشيط الحركة الوطنية، وذلك من خلال النشاطات التي كان ينظمها سواء محليا أو وطنيا أو حتى دوليا. عرف الفوج مجلس إدارة مسير من طرف أعيان المدينة كالصادق بوذراع وعبد الحفيظ قصري. محمد سني، وعبد الحفيظ مسقلجي؛ والذين كان دورهم فعالا في تأطير الشباب وتحفيزهم للنشاط في هذه المدرسة التربوية. جسد فوج الأمل طيلة مسيرته التي استمرت من 1938 إلى 1954 بعضا من الأهداف التي سعى رجال الحركة الاصلاحية تحقيقها. ولكون أهم شعار للكشاف هو كن مستعدا، فقد عمل المسيرون للفوج، أن يظل استعداد الشباب حاضرا وذلك بواسطة تنظيمه للندوات والمحاضرات والندوات والخرجات الميدانية في كل الظروف.,0,human,from_title,ستطاع رجال جمعية العلماء المسلمين الجزايريين في تبسة من تكثيف نشاطاتهم وبمختلف الوسايل؛ كان منها انشاء وتكوين الافواج الكشفية، وذلك قصد تربية وتوجيه وتاطير اكبر عدد ممكن من الشباب التبسي عرفت مدينة تبسة ميلاد فوج الامل للكشافة الاسلامية سنة 1938 برياسة الشريف احمد شاوش والعربي التبسي تمكن الامل من التغلغل داخل المجتمع وساهم بدور كبير في تنشيط الحركة الوطنية، وذلك من خلال النشاطات التي كان ينظمها سواء محليا او وطنيا او حتي دوليا عرف الفوج مجلس ادارة مسير من طرف اعيان المدينة كالصادق بوذراع وعبد الحفيظ قصري محمد سني، وعبد الحفيظ مسقلجي؛ والذين كان دورهم فعالا في تاطير الشباب وتحفيزهم للنشاط في هذه المدرسة التربوية جسد فوج الامل طيلة مسيرته التي استمرت من 1938 الي 1954 بعضا من الاهداف التي سعي رجال الحركة الاصلاحية تحقيقها ولكون اهم شعار للكشاف هو كن مستعدا، فقد عمل المسيرون للفوج، ان يظل استعداد الشباب حاضرا وذلك بواسطة تنظيمه للندوات والمحاضرات والندوات والخرجات الميدانية في كل الظروف,152,4.901315789473684
ن المعلوم أن المفاهيم ليست أراء ووجهات نظر عابرة بل أنّها تعبّر عن لحظة من لحظات تغيرّ نظم العالم ،ولعلّ هذا ما ينطبق على مفهوم الهويّة باعتبارها من أهم المفاهيم و الإشكاليات المركزيّة التي لا تشيخ ولا تتقادم ،والتي تسجّل حضورها الدائم في مجالات عديدة ثقافية وحضارية ، و هذا ما جعل الإنسان المعاصر عموما والعربي خصوصا يبحث في كينونته وذاته ليحدّد هويته المسلوبة، و هنا تندرج المشكلة المطروحة في هذا المقال تماما كما فكّر فيها حسن حنفي حيث تكمن في تحديد طبيعة العلاقة بين مبدأ الوجود الذاتي والهوية الإنسانية المرجوّة.,0,human,by_polishing,ن المعلوم ان المفاهيم ليست اراء ووجهات نظر عابرة بل انها تعبر عن لحظة من لحظات تغير نظم العالم ،ولعل هذا ما ينطبق علي مفهوم الهوية باعتبارها من اهم المفاهيم و الاشكاليات المركزية التي لا تشيخ ولا تتقادم ،والتي تسجل حضورها الدايم في مجالات عديدة ثقافية وحضارية ، و هذا ما جعل الانسان المعاصر عموما والعربي خصوصا يبحث في كينونته وذاته ليحدد هويته المسلوبة، و هنا تندرج المشكلة المطروحة في هذا المقال تماما كما فكر فيها حسن حنفي حيث تكمن في تحديد طبيعة العلاقة بين مبدا الوجود الذاتي والهوية الانسانية المرجوة,91,4.571428571428571
تحظى الجامعة الجزائرية بمكانة مرموقة في المجتمع باعتبارها الرصيد الاستراتيجي الذي يغذي المجتمع بكل احتياجاته من الكوادر البشرية اللازمة للنهوض بأعباء التنمية في مختلف مجالات الحياة. يلعب التعليم الجامعي دوراً حيوياً في نشر المعرفة من خلال عملية التدريس، وتطبيق المعرفة من خلال استخدامها في حل مشكلات المجتمع، وإنتاج المعرفة من خلال الأبحاث والدراسات والمعارف الجديدة. في ظل التغيرات والتعديلات التي طرأت على التعليم الجامعي خلال الفترات السابقة نتيجة لتنوع الفلسفات والأهداف، أصبحت المطالب الموجهة إلى مؤسسات التعليم الجامعي لاستقبال أعداد متزايدة من الطلاب والاضطلاع بوظائف وأدوار جديدة حتمية، مما أدى إلى إصلاحات وتجديدات واسعة في التعليم الجامعي. دراسة التغير الاجتماعي بالجامعة الجزائرية تلقي الضوء على الوظائف والأدوار التي تساعد الجامعة على التفاعل والتكيف مع هذا التغير، والتي ترتبط بشكل مباشر بأداء أعضاء هيئة التدريس.,1,llama,by_polishing,تحظي الجامعة الجزايرية بمكانة مرموقة في المجتمع باعتبارها الرصيد الاستراتيجي الذي يغذي المجتمع بكل احتياجاته من الكوادر البشرية اللازمة للنهوض باعباء التنمية في مختلف مجالات الحياة يلعب التعليم الجامعي دورا حيويا في نشر المعرفة من خلال عملية التدريس، وتطبيق المعرفة من خلال استخدامها في حل مشكلات المجتمع، وانتاج المعرفة من خلال الابحاث والدراسات والمعارف الجديدة في ظل التغيرات والتعديلات التي طرات علي التعليم الجامعي خلال الفترات السابقة نتيجة لتنوع الفلسفات والاهداف، اصبحت المطالب الموجهة الي موسسات التعليم الجامعي لاستقبال اعداد متزايدة من الطلاب والاضطلاع بوظايف وادوار جديدة حتمية، مما ادي الي اصلاحات وتجديدات واسعة في التعليم الجامعي دراسة التغير الاجتماعي بالجامعة الجزايرية تلقي الضوء علي الوظايف والادوار التي تساعد الجامعة علي التفاعل والتكيف مع هذا التغير، والتي ترتبط بشكل مباشر باداء اعضاء هيية التدريس,124,5.620967741935484
هدفت هذه الدراسة إلى الكشف عن العلاقة بين السلوك العدواني والتحصيل الدراسي لدى عينة من تلاميذ السنة الثانية ثانوي _ دراسة وصفية تحليلية_ في مدينة مستغانم للسنة الدراسية 2013- 2014، تكونت عينة الدراسة من (227) تلميذا وتلميذة من بينهم (119) ذكرا و(108) أنثى، ولتحقيق أهداف الدراسة استخدمت الباحثة مقياس السلوك العدواني للأستاذ الدكتور بشير معمرية، وبعد عرض ومناقشة نتائج الدراسة توصلت الباحثة إلى ما يلي -هناك علاقة ارتباطية سالبة بين السلوك العدواني والتحصيل الدراسي لدى تلامذة السنة الثانية ثانوي.-هناك علاقة ارتباطية سالبة بين السلوك العدواني والتحصيل الدراسي لدى التلاميذ الذكور للسنة الثانية ثانوي -لا توجد علاقة ارتباطية بين السلوك العدواني والتحصيل الدراسي لدى تلميذات السنة الثانية ثانوي.,0,human,by_polishing,هدفت هذه الدراسة الي الكشف عن العلاقة بين السلوك العدواني والتحصيل الدراسي لدي عينة من تلاميذ السنة الثانية ثانوي دراسة وصفية تحليلية في مدينة مستغانم للسنة الدراسية 2013 2014، تكونت عينة الدراسة من 227 تلميذا وتلميذة من بينهم 119 ذكرا و 108 انثي، ولتحقيق اهداف الدراسة استخدمت الباحثة مقياس السلوك العدواني للاستاذ الدكتور بشير معمرية، وبعد عرض ومناقشة نتايج الدراسة توصلت الباحثة الي ما يلي هناك علاقة ارتباطية سالبة بين السلوك العدواني والتحصيل الدراسي لدي تلامذة السنة الثانية ثانوي هناك علاقة ارتباطية سالبة بين السلوك العدواني والتحصيل الدراسي لدي التلاميذ الذكور للسنة الثانية ثانوي لا توجد علاقة ارتباطية بين السلوك العدواني والتحصيل الدراسي لدي تلميذات السنة الثانية ثانوي,108,5.314814814814815
"العنوان: تطورات أسعار النفط وانعكاساتها على الموازنة العامة للدول العربية خلال الفترة (2000-2009)

الملخص:
تتناول هذه الدراسة تأثير تطورات أسعار النفط على الموازنة العامة للدول العربية خلال الفترة من 2000 إلى 2009. تبدأ الدراسة بتقديم نظرة عامة على تقلبات أسعار النفط خلال هذه الفترة، مع التركيز على الفترة من 2002 إلى 2008، التي شهدت ارتفاعاً مفاجئاً ومستمراً في الأسعار.

تنتقل الدراسة بعد ذلك إلى تحليل تأثير هذه التقلبات على الموازنة العامة للدول العربية، مع التركيز على الإيرادات العامة والنفقات العامة. تشير الدراسة إلى أن الدول العربية، التي تعتمد بشكل كبير على النفط كمصدر رئيسي للإيرادات، تأثرت بشكل كبير بتقلبات أسعار النفط.

تتناول الدراسة أيضاً العوامل المؤثرة في تطورات أسعار النفط خلال الفترة المدروسة، والتطورات التي شهدتها الموازنة العامة للدول العربية خلال نفس الفترة. وأخيراً، تقدم الدراسة تحليلاً للتأثيرات المالية والاقتصادية لتقلبات أسعار النفط على الدول العربية.

في الختام، تقدم الدراسة نظرة شاملة على العلاقة بين تطورات أسعار النفط والموازنة العامة للدول العربية، وتسلط الضوء على التحديات والفرص المرتبطة بتقلبات أسعار النفط في الأسواق العالمية.",1,jais,from_title_and_content,العنوان تطورات اسعار النفط وانعكاساتها علي الموازنة العامة للدول العربية خلال الفترة 2000 2009 الملخص تتناول هذه الدراسة تاثير تطورات اسعار النفط علي الموازنة العامة للدول العربية خلال الفترة من 2000 الي 2009 تبدا الدراسة بتقديم نظرة عامة علي تقلبات اسعار النفط خلال هذه الفترة، مع التركيز علي الفترة من 2002 الي 2008، التي شهدت ارتفاعا مفاجيا ومستمرا في الاسعار تنتقل الدراسة بعد ذلك الي تحليل تاثير هذه التقلبات علي الموازنة العامة للدول العربية، مع التركيز علي الايرادات العامة والنفقات العامة تشير الدراسة الي ان الدول العربية، التي تعتمد بشكل كبير علي النفط كمصدر رييسي للايرادات، تاثرت بشكل كبير بتقلبات اسعار النفط تتناول الدراسة ايضا العوامل الموثرة في تطورات اسعار النفط خلال الفترة المدروسة، والتطورات التي شهدتها الموازنة العامة للدول العربية خلال نفس الفترة واخيرا، تقدم الدراسة تحليلا للتاثيرات المالية والاقتصادية لتقلبات اسعار النفط علي الدول العربية في الختام، تقدم الدراسة نظرة شاملة علي العلاقة بين تطورات اسعار النفط والموازنة العامة للدول العربية، وتسلط الضوء علي التحديات والفرص المرتبطة بتقلبات اسعار النفط في الاسواق العالمية,165,5.357575757575757
تناول البحث إشكالية ثقافة المؤسسة الجزائرية مع التركيز على المزيج المعقد بين الثقافة التقليدية والتصنيع. يسلط الضوء على التحديات التنظيمية التي تواجهها المؤسسات الجزائرية، مثل الإهمال وعدم الانضباط والصراعات، مما يحول دون تحقيق الأهداف المنشودة رغم التغييرات التنظيمية العديدة. يفترض البحث أن الحلول التقليدية لم تعالج بعد هذه الإشكاليات المتجذرة، ويقترح التركيز على فهم ثقافة المؤسسة بشكل أعمق من خلال دمج التحليلات السوسيولوجية التي تأخذ في الاعتبار الدور المركزي للعامل كعنصر أساسي في نجاح المؤسسة. يقدم المقال قراءة نقدية للوضع الحالي بالاعتماد على كتابات علماء اجتماع جزائريين مثل علي الكنز وجمال غريد، حيث يعرض تفاعلات وتأثيرات الثقافة التقليدية مع عوامل التصنيع. يهدف البحث إلى تقديم رؤى جديدة تساعد في تطوير مسارات التنمية المستدامة للمؤسسات الجزائرية وتعزيز فعاليتها عبر تغيير ثقافة المؤسسة نفسها.,1,openai,from_title_and_content,تناول البحث اشكالية ثقافة الموسسة الجزايرية مع التركيز علي المزيج المعقد بين الثقافة التقليدية والتصنيع يسلط الضوء علي التحديات التنظيمية التي تواجهها الموسسات الجزايرية، مثل الاهمال وعدم الانضباط والصراعات، مما يحول دون تحقيق الاهداف المنشودة رغم التغييرات التنظيمية العديدة يفترض البحث ان الحلول التقليدية لم تعالج بعد هذه الاشكاليات المتجذرة، ويقترح التركيز علي فهم ثقافة الموسسة بشكل اعمق من خلال دمج التحليلات السوسيولوجية التي تاخذ في الاعتبار الدور المركزي للعامل كعنصر اساسي في نجاح الموسسة يقدم المقال قراءة نقدية للوضع الحالي بالاعتماد علي كتابات علماء اجتماع جزايريين مثل علي الكنز وجمال غريد، حيث يعرض تفاعلات وتاثيرات الثقافة التقليدية مع عوامل التصنيع يهدف البحث الي تقديم روي جديدة تساعد في تطوير مسارات التنمية المستدامة للموسسات الجزايرية وتعزيز فعاليتها عبر تغيير ثقافة الموسسة نفسها,122,5.573770491803279
تشكّل التّعليمية محورا أساسيا في حياة الأفراد و الأمم و لها شأن عظيم ؛إذ تقاس بها المجتمعات باعتبارها مركز اهتمامهم و أحد وسائل التّقدّم و الرّقي و التّفوّق و السّبق،وتهتم بالتّخطيط للوضعيات التّعلّمية،و محاولة تقويمها و تحسينها،و لا يتأتى ذلك إلاّ بوجود ما يسمى بالوسائل التّعليمية.يعتبر توظيف الوسائل التّعليمية أمرا في غاية الأهمية نظرا لدورها الفاعل و الفعّال في تحسين و ترقية العملية الديداكتيكية،و الوصول إلى الأهداف المراد بلوغها.فما المراد بالوسائل التّعليمية؟و فيم يتجسّد دورها؟و هل سايرت المستجدات العلمية؟و للإجابة عن هذه الإشكاليات جاءت هذه الدّراسة كمحاولة للتّقصي عن الوسائل و مفهومها و توضيح دورها و أهميتها.,0,human,by_polishing,تشكل التعليمية محورا اساسيا في حياة الافراد و الامم و لها شان عظيم ؛اذ تقاس بها المجتمعات باعتبارها مركز اهتمامهم و احد وسايل التقدم و الرقي و التفوق و السبق،وتهتم بالتخطيط للوضعيات التعلمية،و محاولة تقويمها و تحسينها،و لا يتاتي ذلك الا بوجود ما يسمي بالوسايل التعليمية يعتبر توظيف الوسايل التعليمية امرا في غاية الاهمية نظرا لدورها الفاعل و الفعال في تحسين و ترقية العملية الديداكتيكية،و الوصول الي الاهداف المراد بلوغها فما المراد بالوسايل التعليمية؟و فيم يتجسد دورها؟و هل سايرت المستجدات العلمية؟و للاجابة عن هذه الاشكاليات جاءت هذه الدراسة كمحاولة للتقصي عن الوسايل و مفهومها و توضيح دورها و اهميتها,99,5.101010101010101
تدرس هذه الورقة البحثية دور التدقيق الضريبي في تعزيز جودة الإقرارات الضريبية. يتم التأكيد على أهمية التدقيق الضريبي كعنصر حاسم في النظام الضريبي التصريحي، حيث يتيح للإدارة الضريبية التحقق من دقة الإقرارات الضريبية المقدمة من قبل المكلفين. يتم إجراء دراسة استقصائية في مديرية الضرائب في ولاية بسكرة لاختبار هذا. تكشف النتائج عن تأثير إيجابي لبرنامج التدقيق الضريبي على الالتزام الضريبي للمكلفين، مما يؤدي إلى تحسين جودة الإقرارات الضريبية. كما يتم العثور على أن جودة التدقيق تؤثر بشكل إيجابي على جودة الإقرارات الضريبية. الكلمات الرئيسية: التدقيق الضريبي، الإقرارات الضريبية، برنامج التدقيق الضريبي، جودة التدقيق.,1,jais,from_title_and_content,تدرس هذه الورقة البحثية دور التدقيق الضريبي في تعزيز جودة الاقرارات الضريبية يتم التاكيد علي اهمية التدقيق الضريبي كعنصر حاسم في النظام الضريبي التصريحي، حيث يتيح للادارة الضريبية التحقق من دقة الاقرارات الضريبية المقدمة من قبل المكلفين يتم اجراء دراسة استقصايية في مديرية الضرايب في ولاية بسكرة لاختبار هذا تكشف النتايج عن تاثير ايجابي لبرنامج التدقيق الضريبي علي الالتزام الضريبي للمكلفين، مما يودي الي تحسين جودة الاقرارات الضريبية كما يتم العثور علي ان جودة التدقيق توثر بشكل ايجابي علي جودة الاقرارات الضريبية الكلمات الرييسية التدقيق الضريبي، الاقرارات الضريبية، برنامج التدقيق الضريبي، جودة التدقيق,93,5.516129032258065
طالما شكلت ظاهرة جنوح الأطفال معضلة قانونية واجتماعية في نفس الوقت، الأمر الذي يستدعي معه تظافر كل الجهود للقضاء عليها أو على الأقل التقليل منها، حيث ارتأت السياسة الجنائية المعاصرة مجابتها عن طريق سياسة جنائية حمائية تميل إلى الإصلاح والتهذيب أكثر منها إلى الردع والعقاب؛ ذلك أن ارتكاب الطفل للجرائم لا يعني معاملته كالبالغين لكونه لا يطرق باب الجريمة لشر متأصل فيه، بل لأنه ضحية ظروف اجتماعية، وهذا ما حاول المشرع الجزائري تكريسه من خلال القانون 15/12 المتعلق بحماية الطفل عن طريق تطبيق التدابير الإصلاحية على الأطفال الجانحين بالأولوية، لكونها الأصلح والأنسب لإعادة تقويمهم وانتشالهم من وضعية الخطأ والجنوح التي وقعوا فيها، واستثناءً تطبيق العقوبة المخففة إذا استدعت سن وظروف وخطورة الجانح ذلك، مع العمل على تضييق اللجوء إليها بالبحث عن بدائل أكثر فاعلية في إصلاح الجانحين، وهذا ما يوحي باستجابة المشرع الجزائري لمبدأ أولوية الإصلاح على العقوبة..,0,human,by_polishing,طالما شكلت ظاهرة جنوح الاطفال معضلة قانونية واجتماعية في نفس الوقت، الامر الذي يستدعي معه تظافر كل الجهود للقضاء عليها او علي الاقل التقليل منها، حيث ارتات السياسة الجنايية المعاصرة مجابتها عن طريق سياسة جنايية حمايية تميل الي الاصلاح والتهذيب اكثر منها الي الردع والعقاب؛ ذلك ان ارتكاب الطفل للجرايم لا يعني معاملته كالبالغين لكونه لا يطرق باب الجريمة لشر متاصل فيه، بل لانه ضحية ظروف اجتماعية، وهذا ما حاول المشرع الجزايري تكريسه من خلال القانون 15 12 المتعلق بحماية الطفل عن طريق تطبيق التدابير الاصلاحية علي الاطفال الجانحين بالاولوية، لكونها الاصلح والانسب لاعادة تقويمهم وانتشالهم من وضعية الخطا والجنوح التي وقعوا فيها، واستثناء تطبيق العقوبة المخففة اذا استدعت سن وظروف وخطورة الجانح ذلك، مع العمل علي تضييق اللجوء اليها بالبحث عن بدايل اكثر فاعلية في اصلاح الجانحين، وهذا ما يوحي باستجابة المشرع الجزايري لمبدا اولوية الاصلاح علي العقوبة,139,5.093525179856115
إنّ الإصلاح التّربوي في كلّ بلاد العرب مطلب جماهيري حادّ، فكما تُطالب الجماهير العربية بالتّغيير السّياسي، تُطالب بتغيير المنظومات التّربوية بعدما عرفت المدارس العربية الرداءة وعاشت التأخّر العلمي، وانتكس كلّ ذلك في المستوى اللّغوي، ممّا سبّب الهَدْر وتفشّي الأميّة، الأمر الذي جعل المُهتمين يقولون: أوقفوا نزيفَ السقوط الذي تعرفه المنظومات التّربوية العربية، واعملوا على تقديم وصفاتٍ علاجيةٍ مُستعجلة، وهذا بالقيام بإصلاحات جادة، بدل التّرقيعات السّطحية، ودهن الأورام لفترات مؤقّتة، ووضع المساحيق المسكّنة، وهذا فعل الإصلاحات القديمة التي لم تؤتِ أُكلَها بصورة دائمة..,0,human,by_polishing,ان الاصلاح التربوي في كل بلاد العرب مطلب جماهيري حاد، فكما تطالب الجماهير العربية بالتغيير السياسي، تطالب بتغيير المنظومات التربوية بعدما عرفت المدارس العربية الرداءة وعاشت التاخر العلمي، وانتكس كل ذلك في المستوي اللغوي، مما سبب الهدر وتفشي الامية، الامر الذي جعل المهتمين يقولون اوقفوا نزيف السقوط الذي تعرفه المنظومات التربوية العربية، واعملوا علي تقديم وصفات علاجية مستعجلة، وهذا بالقيام باصلاحات جادة، بدل الترقيعات السطحية، ودهن الاورام لفترات موقتة، ووضع المساحيق المسكنة، وهذا فعل الاصلاحات القديمة التي لم توت اكلها بصورة دايمة,82,5.536585365853658
تستكشف هذه الورقة البحثية تعقيدات النشر الأكاديمي، مع التركيز على المهمة المزدوجة للعلماء في نشر نتائجهم مع الحفاظ على المعايير الأخلاقية. يتم فحص المنهجيات المختلفة المستخدمة في النشر الأكاديمي، بما في ذلك مراجعة الأقران، مع فحص فعاليتها في ضمان دقة ونزاهة البحث. تتضمن النتائج المتوقعة من هذه الدراسة فهماً أعمق للتوازن بين المسؤولية العلمية والأخلاقية في النشر الأكاديمي، مما يوفر أساساً لتحسين الممارسات في المستقبل.,1,jais,from_title,تستكشف هذه الورقة البحثية تعقيدات النشر الاكاديمي، مع التركيز علي المهمة المزدوجة للعلماء في نشر نتايجهم مع الحفاظ علي المعايير الاخلاقية يتم فحص المنهجيات المختلفة المستخدمة في النشر الاكاديمي، بما في ذلك مراجعة الاقران، مع فحص فعاليتها في ضمان دقة ونزاهة البحث تتضمن النتايج المتوقعة من هذه الدراسة فهما اعمق للتوازن بين المسوولية العلمية والاخلاقية في النشر الاكاديمي، مما يوفر اساسا لتحسين الممارسات في المستقبل,65,5.4
تطرّقت الباحثة إلى مسألة مهمّة في بناء اختبارات مادة اللغة العربية، ألا وهي ضرورة مراعاة المعايير الشكلية في إخراج الاختبار الجيّد، حيث اتّخذت من أسئلة اختبارات شهادة التعليم المتوسط لمادة اللغة العربية عينة للدراسة، متبعةً المنهج الوصفي المشفوع بالإحصاء والتحليل، ومتّخذةً من الملاحظة أداة للدراسة التطبيقية، وقد توصّلت الباحثة إلى أنّ مراعاة المعايير الشكلية في إخراج وتصميم ورقة الاختبار أمرٌ بالغ الأهمية إذا أردنا أن نصمّم اختبارا وفق معايير الجودة، وإغفالُها كثيراً ما يكون سببا في فشل المتعلمين وإخفاقهم في الحصول على العلامات التي يستحقونها.,0,human,by_polishing,تطرقت الباحثة الي مسالة مهمة في بناء اختبارات مادة اللغة العربية، الا وهي ضرورة مراعاة المعايير الشكلية في اخراج الاختبار الجيد، حيث اتخذت من اسيلة اختبارات شهادة التعليم المتوسط لمادة اللغة العربية عينة للدراسة، متبعة المنهج الوصفي المشفوع بالاحصاء والتحليل، ومتخذة من الملاحظة اداة للدراسة التطبيقية، وقد توصلت الباحثة الي ان مراعاة المعايير الشكلية في اخراج وتصميم ورقة الاختبار امر بالغ الاهمية اذا اردنا ان نصمم اختبارا وفق معايير الجودة، واغفالها كثيرا ما يكون سببا في فشل المتعلمين واخفاقهم في الحصول علي العلامات التي يستحقونها,85,5.305882352941176
